material_id,formula_pretty,n_elements,contains_transition_metal,formation_energy_per_atom,energy_per_atom,band_gap,is_semiconductor,density,volume,elements
mp-1174549,Li4MnCo2O7,4,True,0.2607299194733902,0.2458897135954567,-0.8682128617659177,False,0.1707290540968183,-0.4897999551125825,"['Co', 'Li', 'Mn', 'O']"
mp-752821,Li3V5O12,3,False,-0.4865631638464573,-0.1929481479117575,-0.1133179730538536,False,-0.0972558237139542,-0.6162844561869305,"['Li', 'O', 'V']"
mp-753590,Li3Fe3CoO8,4,True,0.2117508101659425,0.0886571096990304,-0.8682128617659177,False,0.3170115038698516,-0.8121431741046055,"['Co', 'Fe', 'Li', 'O']"
mp-735483,Na3LiMo2(H6O7)2,5,False,0.3396258782071124,0.3803367780559334,2.264848066611931,True,-0.9319964363894492,0.8117632314969556,"['H', 'Li', 'Mo', 'Na', 'O']"
mp-1273535,Li2V3CoO8,4,True,-0.3448173552568641,-0.1642989197240481,-0.8682128617659177,False,0.1823419974471325,-0.395120747377417,"['Co', 'Li', 'O', 'V']"
mp-761125,Li2V(OF)2,4,False,-0.9084300854155082,0.1955629248261211,0.2549548137167013,True,-0.5256516070336504,-0.3659172187748874,"['F', 'Li', 'O', 'V']"
mp-767295,Li3ZnPCO7,5,False,-0.4194123736922179,0.1723317263483056,2.207836541246826,True,-0.5213095103996787,-0.4595745714094849,"['C', 'Li', 'O', 'P', 'Zn']"
mp-1178131,Li2Cu3F11,3,False,-0.0015032949545465,0.2381322348301701,-0.8682128617659177,False,-0.31512928133501,1.1803668461589878,"['Cu', 'F', 'Li']"
mp-775295,Li2MnCr3O8,4,True,-0.2855986130043172,-0.226109683140846,-0.8682128617659177,False,0.1739972608712892,-0.8163180541096111,"['Cr', 'Li', 'Mn', 'O']"
mp-770997,Li2HfO3,3,False,-1.304076253316718,-0.1891191227670636,1.9636755430680024,True,1.8995297595555345,-1.0632371274193817,"['Hf', 'Li', 'O']"
mp-753083,Li3(FeO2)4,3,True,0.2800985615572106,0.0808281838506057,-0.8682128617659177,False,-0.3622963695179163,-0.6819586513128524,"['Fe', 'Li', 'O']"
mp-1176733,LiFe2C2O7,4,True,0.2193744455350837,-0.142873902092431,0.3244249146960338,True,-0.7869309870591666,-0.2894338556006542,"['C', 'Fe', 'Li', 'O']"
mp-779305,Li2FeBO4,4,True,-0.3639956373526041,0.0370260124632634,0.9912972583075792,True,-0.4349167122178209,-0.3439602907790729,"['B', 'Fe', 'Li', 'O']"
mp-1205261,Li4FeC6ClO21,5,True,1.112106021862311,0.2737500272157698,-0.8682128617659177,False,-1.2071255353691277,3.957046373749464,"['C', 'Cl', 'Fe', 'Li', 'O']"
mp-1340817,Li4Mn3Cr2O10,4,True,2.015348401972285,0.4834963967862493,-0.8682128617659177,False,0.2095409885036624,-0.6993930054671789,"['Cr', 'Li', 'Mn', 'O']"
mp-768607,Li2CrCSO7,5,False,-0.1177884687451468,0.0213212059998307,0.7585114813417457,True,-0.8501601866372548,0.4786706051720316,"['C', 'Cr', 'Li', 'O', 'S']"
mp-772309,Li3Ti(CuO2)4,4,False,0.2226215382299161,0.335273834675597,-0.8682128617659177,False,0.7122873631153785,-0.7891453594717811,"['Cu', 'Li', 'O', 'Ti']"
mp-1174475,Li4MnCo2O7,4,True,0.1837634174430802,0.2255914579134504,-0.8558897054518452,False,0.2073328356391542,-0.4998838768248188,"['Co', 'Li', 'Mn', 'O']"
